文献,矿名,份,市/县,岩性,密度（kg*m3）,体积模量（Gpa）,剪切模量/GPa,内聚力（MPa）,内摩擦角,抗拉强度（MPa）,抗压强度/MPa,弹性模量（Gpa）,泊松比,埋深,厚度,,,,,
固体充填回收房式煤柱塑性区及应力演化特征,某矿,陕西,,5煤,1350,,,4.5,28,2.3,20.51,3,0.21,86,6,,,,,
固体充填回收房式煤柱塑性区及应力演化特征,某矿,陕西,,粉砂岩,2600,,,3.8,22.3,4.5,26.93,17,0.25,92,8,,,,,
固体充填回收房式煤柱塑性区及应力演化特征,某矿,陕西,,中粒砂岩,2630,,,4.3,28,3.6,33.93,25,0.26,100,7,,,,,
石炭二叠系火成岩侵入区特厚煤层采区停采煤柱合理宽度研究,塔山煤矿,山西,大同市,中细砂岩,2580,7.52,5.41,6.63,40,4.06,,,,450,,,,,,
石炭二叠系火成岩侵入区特厚煤层采区停采煤柱合理宽度研究,塔山煤矿,山西,,炭质泥岩,2510,3.61,2.7,2.6,38,2.1,,,,450,,,,,,
石炭二叠系火成岩侵入区特厚煤层采区停采煤柱合理宽度研究,塔山煤矿,山西,,细砂岩,2640,17.76,10.1,13.1,33,3.7,,,,450,,,,,,
石炭二叠系火成岩侵入区特厚煤层采区停采煤柱合理宽度研究,塔山煤矿,山西,,粉砂岩,2620,6.9,2.37,4.8,34,1.3,,,,450,,,,,,
石炭二叠系火成岩侵入区特厚煤层采区停采煤柱合理宽度研究,塔山煤矿,山西,,含砾细砂岩,2600,14.64,6.92,12.5,35,3.4,,,,450,,,,,,
石炭二叠系火成岩侵入区特厚煤层采区停采煤柱合理宽度研究,塔山煤矿,山西,,粗砂岩,2565,9.76,4.4,10.8,35,2.8,,,,450,,,,,,
石炭二叠系火成岩侵入区特厚煤层采区停采煤柱合理宽度研究,塔山煤矿,山西,,煤,1380,2.56,0.95,1.81,27.5,1.6,,,,450,,,,,,
石炭二叠系火成岩侵入区特厚煤层采区停采煤柱合理宽度研究,塔山煤矿,山西,,火成岩,2660,22.4,14.5,15.3,30,5.1,,,,450,,,,,,
倾斜煤层沿空异形巷道煤柱宽度与围岩控制研究,羊场湾一号井,宁夏,银川市,细砂岩,2700,13.3,10,10.2,37,,,,,629.4,5,,,,,
倾斜煤层沿空异形巷道煤柱宽度与围岩控制研究,羊场湾一号井,宁夏,,中砂岩,2340,12.3,9.1,5.2,37,,,,,634.4,13,,,,,
倾斜煤层沿空异形巷道煤柱宽度与围岩控制研究,羊场湾一号井,宁夏,,细砂岩,2700,13.3,10,10.2,37,,,,,647.4,3,,,,,
倾斜煤层沿空异形巷道煤柱宽度与围岩控制研究,羊场湾一号井,宁夏,,粉砂岩,2650,9.1,7.8,7.2,34,,,,,650.4,5,,,,,
倾斜煤层沿空异形巷道煤柱宽度与围岩控制研究,羊场湾一号井,宁夏,,炭质泥岩,2540,8.4,5.69,8,36,,,,,655.4,1.5,,,,,
倾斜煤层沿空异形巷道煤柱宽度与围岩控制研究,羊场湾一号井,宁夏,,2煤,1300,5,2.08,1.68,28,,,,,656.9,8.5,,,,,
倾斜煤层沿空异形巷道煤柱宽度与围岩控制研究,羊场湾一号井,宁夏,,粉砂质泥岩,2630,12.5,10,10,35,,,,,665.4,2,,,,,
倾斜煤层沿空异形巷道煤柱宽度与围岩控制研究,羊场湾一号井,宁夏,,细砂岩,2700,13.3,10,10.2,37,,,,,667.4,8,,,,,
近距离跨采软岩巷道围岩变形破坏控制研究,诚意煤矿,内蒙古,准格尔旗,砂质泥岩,2610,5.67,2.47,5.48,34,1.78,,,,180,,,,,,
近距离跨采软岩巷道围岩变形破坏控制研究,诚意煤矿,内蒙古,,16煤,1560,0.91,0.47,1.86,28,0.56,,,,180,,,,,,
近距离跨采软岩巷道围岩变形破坏控制研究,诚意煤矿,内蒙古,,细粒砂岩,2650,5.85,2.86,18.36,34,2.47,,,,180,,,,,,
近距离跨采软岩巷道围岩变形破坏控制研究,诚意煤矿,内蒙古,,中粒砂岩,2470,3.07,2.21,10.11,30,2.26,,,,180,,,,,,
极近距煤层 (群) 间夹矸层处理与利用,官地矿,山西,太原市,粗砂岩,2700,18.9,14.2,5.52,41.3,,24.42,,,275.9,,,,,,
极近距煤层 (群) 间夹矸层处理与利用,官地矿,山西,,煤,1400,11.9,7.1,1.35,29.2,,4.59,,,280.5,,,,,,
极近距煤层 (群) 间夹矸层处理与利用,官地矿,山西,,砂质泥岩,2600,13,8.5,2.51,34.9,,9.63,,,284.7,,,,,,
极近距煤层 (群) 间夹矸层处理与利用,官地矿,山西,,含砾粗砂岩,2700,18.9,14.2,5.52,41.3,,24.42,,,288.8,,,,,,
极近距煤层 (群) 间夹矸层处理与利用,官地矿,山西,,泥岩,2600,12.4,8.1,2.62,31.7,,9.41,,,303.4,,,,,,
极近距煤层 (群) 间夹矸层处理与利用,官地矿,山西,,炭质泥岩,2500,11.9,7.1,1.35,29.2,,4.59,,,315.2,,,,,,
极近距煤层 (群) 间夹矸层处理与利用,官地矿,山西,,石灰岩,2700,19.3,15.7,6.76,43,,31.1,,,328.4,,,,,,
基于主应力方向改变的深部沿空巷道非均匀大变形机理及稳定性控制,赵固二矿,河南,新乡市,砂岩,2700,10.2,9,26.3,50,,144.5,,,700,,,,,,
基于主应力方向改变的深部沿空巷道非均匀大变形机理及稳定性控制,赵固二矿,河南,,泥岩,2200,7,6,8,38,,32.8,,,700,,,,,,
基于主应力方向改变的深部沿空巷道非均匀大变形机理及稳定性控制,赵固二矿,河南,,煤,1400,5.4,4.8,6.5,35,,20.9,,,700,,,,,,
基于主应力方向改变的深部沿空巷道非均匀大变形机理及稳定性控制,赵固二矿,河南,,砂质泥岩,2400,7.6,6.5,10,40,,42.8,,,700,,,,,,
倾斜煤层底板采动应力分布规律及破坏特征,陈四楼煤矿,河南,永城市,粗粒砂岩,2300,5,4.8,4.7,42,4.2,,,,500,,,,,,
倾斜煤层底板采动应力分布规律及破坏特征,陈四楼煤矿,河南,,砂岩,2400,4.1,2.4,3.6,35,1.8,,,,500,,,,,,
倾斜煤层底板采动应力分布规律及破坏特征,陈四楼煤矿,河南,,泥岩,2200,3.5,2.5,2.3,32,2.9,,,,500,,,,,,
倾斜煤层底板采动应力分布规律及破坏特征,陈四楼煤矿,河南,,砂质泥岩,2200,3.8,2.1,2.1,29,2.2,,,,500,,,,,,
倾斜煤层底板采动应力分布规律及破坏特征,陈四楼煤矿,河南,,煤层,1500,2.7,3.6,2.1,30,2.3,,,,500,,,,,,
倾斜煤层底板采动应力分布规律及破坏特征,陈四楼煤矿,河南,,粉砂岩,2400,3.8,2.5,3.2,34,2.1,,,,500,,,,,,
倾斜煤层底板采动应力分布规律及破坏特征,陈四楼煤矿,河南,,砂岩,2200,2.5,2.2,2.1,26,3.1,,,,500,,,,,,
倾斜煤层底板采动应力分布规律及破坏特征,陈四楼煤矿,河南,,泥岩,2050,2.2,2.5,2.2,25,2.8,,,,500,,,,,,
倾斜煤层底板采动应力分布规律及破坏特征,陈四楼煤矿,河南,,灰岩,2450,4.8,3.8,2.8,38,3.2,,,,500,,,,,,
倾斜煤层底板采动应力分布规律及破坏特征,陈四楼煤矿,河南,,奥灰含水层,2600,5.1,6.9,6.8,31,7.1,,,,500,,,,,,
蠕变状态下千米深巷道长期非对称大变形机制与控制技术,华丰煤矿,山东,泰安市,泥质中砂岩,,,,0.56,35,0.9,50.11,3.8,0.35,1100,,,,,,
蠕变状态下千米深巷道长期非对称大变形机制与控制技术,华丰煤矿,山东,,粉砂岩,,,,1.21,41,1.18,70.5,7,0.3,1100,,,,,,
蠕变状态下千米深巷道长期非对称大变形机制与控制技术,华丰煤矿,山东,,泥灰岩,,,,0.82,38,1.01,57.83,5.2,0.32,1100,,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,大同矿区,表土层,,,,0.5,18,0.3,,8,0.4,27.6,27.6,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,粗粒砂岩,,,,1.5,23,1.5,,18,0.32,68.8,41.2,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,中粒砂岩,,,,2.1,26,2.2,,27,0.23,90.6,21.8,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,粉砂质泥岩,,,,1.4,23,1.6,,17,0.31,109.8,19.2,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,细、粉砂岩,,,,2.2,28,2.5,,31,0.21,150,40.2,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,粉砂岩,,,,1.9,27,2.1,,27,0.23,189.6,39.6,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,粉砂质泥岩,,,,1.5,25,1.4,,21,0.29,215.2,25.6,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,粉砂岩,,,,1.8,24,1.6,,23,0.34,261.1,45.9,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,中粒砂岩,,,,1.9,26,2.1,,27,0.23,305.4,44.3,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,粉砂质泥岩,,,,1.7,25,1.5,,22,0.28,317.4,12,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,"14""煤",,,,1.3,23,1.2,,21,0.3,320.8,3.4,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,细砂岩,,,,2.2,30,2.6,,33,0.2,338.3,17.5,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,粗粒砂岩,,,,1.7,24,1.3,,22,0.29,349.4,11.1,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,中粒砂岩,,,,2,25,1.9,,26,0.27,361.6,12.2,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,粉砂质泥岩,,,,1.8,24,1.8,,23,0.25,382.7,21.1,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,细砂岩,,,,2.3,29,2.1,,29,0.2,396.8,14.1,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,砂质砾岩,,,,2.1,28,2,,27,0.23,411.9,15.1,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,粉砂岩,,,,1.7,27,1.8,,25,0.24,422.2,10.3,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,粉砂质泥岩,,,,1.3,25,1.4,,21,0.28,434.3,12.1,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,砂质砾岩,,,,1.6,26,1.5,,24,0.27,450.5,16.2,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,炭质泥岩,,,,1.7,25,1.2,,22,0.28,457.5,7,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,"3-5""煤",,,,1.5,24,0.9,,20,0.31,478.5,21,,,,,
工作面过煤柱强矿压显现机理及地面压裂控制研究,同忻矿,山西,,中砂岩,,,,1.9,26,2,,26,0.26,498.6,20.1,,,,,
急倾斜走向分段充填柱体失稳机理及合理尺寸,湘永煤矿,湖南,郴州市,粉砂岩,2600,6.3,3.5,5.9,37,3.5,,,,379.4,58.45,,,,,
急倾斜走向分段充填柱体失稳机理及合理尺寸,湘永煤矿,湖南,,中砂岩,2800,6.8,3.5,5.6,33,3,,,,437.85,40.5,,,,,
急倾斜走向分段充填柱体失稳机理及合理尺寸,湘永煤矿,湖南,,砂泥岩,2150,4.8,2.1,3.5,30,2.8,,,,478.35,35.06,,,,,
急倾斜走向分段充填柱体失稳机理及合理尺寸,湘永煤矿,湖南,,中砂岩,2800,6.8,3.5,5.6,33,3,,,,513.41,15.55,,,,,
急倾斜走向分段充填柱体失稳机理及合理尺寸,湘永煤矿,湖南,,粉砂岩,2600,6.3,3.5,5.9,37,3.5,,,,528.96,21.04,,,,,
急倾斜走向分段充填柱体失稳机理及合理尺寸,湘永煤矿,湖南,,6#煤层,1350,2.3,1.3,1.8,24,0.3,,,,550,1.75,,,,,
急倾斜走向分段充填柱体失稳机理及合理尺寸,湘永煤矿,湖南,,粉砂岩,2600,6.2,3.5,5.9,37,3.5,,,,551.75,27.65,,,,,
边帮煤开采覆岩运移诱发边坡失稳滑移机理及其控制研究,安家岭露天矿,山西,朔州市,风化砂岩,2000,2.4,,2.5,38,0.62,13.7,,,0,12,,,,,
边帮煤开采覆岩运移诱发边坡失稳滑移机理及其控制研究,安家岭露天矿,山西,,粗砂岩,2350,4.2,,2.8,38,0.91,18.7,,,12,36,,,,,
边帮煤开采覆岩运移诱发边坡失稳滑移机理及其控制研究,安家岭露天矿,山西,,中砂岩,2380,4,,2.9,39,1.83,39.6,,,48,44,,,,,
边帮煤开采覆岩运移诱发边坡失稳滑移机理及其控制研究,安家岭露天矿,山西,,细砂岩,2400,4.4,,3.2,40,1.55,28.7,,,92,28,,,,,
边帮煤开采覆岩运移诱发边坡失稳滑移机理及其控制研究,安家岭露天矿,山西,,黏土矿,2355,1.2,,0.5,40,0.295,4.65,,,120,4.4,,,,,
边帮煤开采覆岩运移诱发边坡失稳滑移机理及其控制研究,安家岭露天矿,山西,,4#煤层,1330,1.4,,1.62,36,0.2,3.98,,,124.4,11.6,,,,,
边帮煤开采覆岩运移诱发边坡失稳滑移机理及其控制研究,安家岭露天矿,山西,,砂质泥岩,2360,1.3,,0.5,39,0.217,3.43,,,136,4,,,,,
边帮煤开采覆岩运移诱发边坡失稳滑移机理及其控制研究,安家岭露天矿,山西,,中砂岩,2380,4,,3.1,40,1.83,39.6,,,140,39,,,,,
边帮煤开采覆岩运移诱发边坡失稳滑移机理及其控制研究,安家岭露天矿,山西,,粉砂岩,2600,4.4,,5,38,1.85,42.5,,,179,36,,,,,
边帮煤开采覆岩运移诱发边坡失稳滑移机理及其控制研究,安家岭露天矿,山西,,灰泥岩,2300,1.3,,0.4,38,0.273,1.8,,,215,4,,,,,
边帮煤开采覆岩运移诱发边坡失稳滑移机理及其控制研究,安家岭露天矿,山西,,9#煤层,1330,1.4,,1.62,39,0.2,3.98,,,219,13,,,,,
边帮煤开采覆岩运移诱发边坡失稳滑移机理及其控制研究,安家岭露天矿,山西,,细砂岩,2400,4.1,,3.1,40,1.55,28.7,,,232,38,,,,,
富水沟谷区浅埋煤层导水裂隙演化特征,朱家峁煤矿,陕西,榆林市,表土层,2350,0.55,1.58,2.25,33.46,1.86,,,,0,,,,,,
富水沟谷区浅埋煤层导水裂隙演化特征,朱家峁煤矿,陕西,,粉砂岩,2560,1.14,7.08,11.22,33.3,1.51,,,,50,,,,,,
富水沟谷区浅埋煤层导水裂隙演化特征,朱家峁煤矿,陕西,,中粗砂岩,2577,0.7,1.73,10.08,33.6,1.03,,,,165,,,,,,
富水沟谷区浅埋煤层导水裂隙演化特征,朱家峁煤矿,陕西,,砂质泥岩,2530,1.15,4.76,2.9,33,1.28,,,,165,,,,,,
富水沟谷区浅埋煤层导水裂隙演化特征,朱家峁煤矿,陕西,,泥岩,2753,0.8,3.15,4.26,33,1.05,,,,165,,,,,,
富水沟谷区浅埋煤层导水裂隙演化特征,朱家峁煤矿,陕西,,煤层,1420,0.78,2.56,2.11,29.5,0.26,,,,165,,,,,,
富水沟谷区浅埋煤层导水裂隙演化特征,朱家峁煤矿,陕西,,细砂岩,2582,3.6,11.25,10.22,33.4,1.95,,,,165,,,,,,
富水沟谷区浅埋煤层导水裂隙演化特征,朱家峁煤矿,陕西,,含砾粗砂岩,2653,2.76,5.88,10.11,33.4,1.2,,,,165,,,,,,
厚硬顶板采场诱发逆断层失稳的力学机制研究,土城区某矿,贵州,盘县,粉砂岩,,9.94,6.5,3.2,35,,40.2,,,375,26,,,,,
厚硬顶板采场诱发逆断层失稳的力学机制研究,土城区某矿,贵州,,细砂岩,,9.82,6.7,1.6,32,,43,,,401,5,,,,,
厚硬顶板采场诱发逆断层失稳的力学机制研究,土城区某矿,贵州,,砂质泥岩,,8.16,5.8,0.7,26,,30.5,,,406,4,,,,,
厚硬顶板采场诱发逆断层失稳的力学机制研究,土城区某矿,贵州,,粉砂岩,,3.68,3.1,0.56,20,,40.2,,,410,22,,,,,
厚硬顶板采场诱发逆断层失稳的力学机制研究,土城区某矿,贵州,,砂质泥岩,,8.16,5.8,0.7,26,,30.5,,,432,6,,,,,
厚硬顶板采场诱发逆断层失稳的力学机制研究,土城区某矿,贵州,,细砂岩,,10.6,9.1,2.2,32,,32.8,,,438,8,,,,,
厚硬顶板采场诱发逆断层失稳的力学机制研究,土城区某矿,贵州,,粉砂岩,,9.94,6.5,3.2,30,,43,,,446,3,,,,,
厚硬顶板采场诱发逆断层失稳的力学机制研究,土城区某矿,贵州,,粉砂质泥岩,,8.16,5.8,0.7,26,,30.5,,,449,4,,,,,
厚硬顶板采场诱发逆断层失稳的力学机制研究,土城区某矿,贵州,,煤层1,,3.22,1,0.6,25,,18,,,453,5,,,,,
厚硬顶板采场诱发逆断层失稳的力学机制研究,土城区某矿,贵州,,粉砂质泥岩,,8.16,5.8,0.7,26,,30.5,,,458,5,,,,,
厚硬顶板采场诱发逆断层失稳的力学机制研究,土城区某矿,贵州,,细砂岩,,9.82,6.7,1.6,32,,32.8,,,463,7,,,,,
厚硬顶板采场诱发逆断层失稳的力学机制研究,土城区某矿,贵州,,煤层2,,3.22,1,0.6,25,,18,,,470,3.2,,,,,
厚硬顶板采场诱发逆断层失稳的力学机制研究,土城区某矿,贵州,,砂质泥岩,,8.16,5.8,0.7,26,,30.5,,,473.2,4,,,,,
厚硬顶板采场诱发逆断层失稳的力学机制研究,土城区某矿,贵州,,粉砂岩,,9.94,6.5,3.2,35,,43,,,477.2,26,,,,,
近距离煤层底板应力分布规律及巷道布局研究,唐山沟煤矿,山西,大同市,粉砂岩,2350,,,2.6,33,3.85,22.5,,,152.6,22,,,,,
近距离煤层底板应力分布规律及巷道布局研究,唐山沟煤矿,山西,,细粒砂岩,2500,,,1.7,36,2.37,23.4,,,174.6,11.4,,,,,
近距离煤层底板应力分布规律及巷道布局研究,唐山沟煤矿,山西,,粉砂岩,2350,,,2.3,33,2.77,35,,,186,2,,,,,
近距离煤层底板应力分布规律及巷道布局研究,唐山沟煤矿,山西,,8煤,1350,,,1.2,26,1.21,18.6,,,188,1.5,,,,,
近距离煤层底板应力分布规律及巷道布局研究,唐山沟煤矿,山西,,粉砂岩,2350,,,2.3,33,3.17,29.2,,,189.5,9.3,,,,,
近距离煤层底板应力分布规律及巷道布局研究,唐山沟煤矿,山西,,泥岩,2487,,,2,26,1.37,20.9,,,198.8,3.8,,,,,
近距离煤层底板应力分布规律及巷道布局研究,唐山沟煤矿,山西,,粉砂岩,2350,,,2.3,33,2.77,35,,,202.6,6.5,,,,,
近距离煤层底板应力分布规律及巷道布局研究,唐山沟煤矿,山西,,细粒砂岩,2500,,,2,36,1.52,42.3,,,209.1,11.5,,,,,
近距离煤层底板应力分布规律及巷道布局研究,唐山沟煤矿,山西,,11-1煤,1350,,,1.2,26,1.21,18.3,,,220.6,1.4,,,,,
近距离煤层底板应力分布规律及巷道布局研究,唐山沟煤矿,山西,,粉砂岩,2350,,,3.1,34,4.12,52.7,,,222,7,,,,,
迎采工作面沿空掘巷围岩能量-应力全周期演化规律,温庄煤矿,山西,长治市,粉砂岩,2570,9.76,6.75,5.14,36,2.56,,,,230.4,5.8,,,,,
迎采工作面沿空掘巷围岩能量-应力全周期演化规律,温庄煤矿,山西,,砂质泥岩,2460,7.82,5.96,3.44,34,1.77,,,,236.2,2.1,,,,,
迎采工作面沿空掘巷围岩能量-应力全周期演化规律,温庄煤矿,山西,,石灰岩,2620,11.72,9.11,6.03,39,3.72,,,,238.3,2.6,,,,,
迎采工作面沿空掘巷围岩能量-应力全周期演化规律,温庄煤矿,山西,,细粒砂岩,2650,12.75,9.94,6.29,40,4.05,,,,240.9,3.9,,,,,
迎采工作面沿空掘巷围岩能量-应力全周期演化规律,温庄煤矿,山西,,粉砂岩,2570,9.76,6.75,5.14,36,2.56,,,,244.8,2.2,,,,,
迎采工作面沿空掘巷围岩能量-应力全周期演化规律,温庄煤矿,山西,,砂质泥岩,2460,7.82,5.96,3.44,34,1.77,,,,247,2.8,,,,,
迎采工作面沿空掘巷围岩能量-应力全周期演化规律,温庄煤矿,山西,,石灰岩,2620,11.72,9.11,6.03,39,3.72,,,,249.8,6.6,,,,,
迎采工作面沿空掘巷围岩能量-应力全周期演化规律,温庄煤矿,山西,,14#煤,1450,1.98,1.25,1.74,31,0.47,,,,256.4,0.8,,,,,
迎采工作面沿空掘巷围岩能量-应力全周期演化规律,温庄煤矿,山西,,粉砂岩,2570,9.76,6.75,5.14,36,2.56,,,,257.2,6.4,,,,,
迎采工作面沿空掘巷围岩能量-应力全周期演化规律,温庄煤矿,山西,,15#煤,1450,1.98,1.25,1.74,31,0.47,,,,263.6,4.5,,,,,
迎采工作面沿空掘巷围岩能量-应力全周期演化规律,温庄煤矿,山西,,泥岩,2380,5.36,3.53,2.36,32,1.07,,,,268.1,3.2,,,,,
迎采工作面沿空掘巷围岩能量-应力全周期演化规律,温庄煤矿,山西,,粉砂岩,2570,9.76,6.75,5.14,36,2.56,,,,271.3,4.7,,,,,
迎采工作面沿空掘巷围岩能量-应力全周期演化规律,温庄煤矿,山西,,砂质泥岩,2460,7.82,5.96,3.44,34,1.77,,,,276,6,,,,,
河下浅埋厚煤层采动覆岩裂隙-涌水量时空演化的FDEM-CFD耦合分析,路家村煤矿,山西,盂县,黄土,,,,7.36,23,,,11.85,0.25,0,,,,,,
河下浅埋厚煤层采动覆岩裂隙-涌水量时空演化的FDEM-CFD耦合分析,路家村煤矿,山西,,细砂岩,,,,15.22,35,,,20.11,0.21,63,,,,,,
河下浅埋厚煤层采动覆岩裂隙-涌水量时空演化的FDEM-CFD耦合分析,路家村煤矿,山西,,砂质泥岩,,,,9.88,28,,,15.33,0.25,63,,,,,,
河下浅埋厚煤层采动覆岩裂隙-涌水量时空演化的FDEM-CFD耦合分析,路家村煤矿,山西,,泥岩,,,,7.36,23,,,11.85,0.25,63,,,,,,
河下浅埋厚煤层采动覆岩裂隙-涌水量时空演化的FDEM-CFD耦合分析,路家村煤矿,山西,,煤,,,,4.77,22,,,10.21,0.28,63,,,,,,
河下浅埋厚煤层采动覆岩裂隙-涌水量时空演化的FDEM-CFD耦合分析,路家村煤矿,山西,,中砂岩,,,,17.03,41,,,25.73,0.19,63,,,,,,
河下浅埋厚煤层采动覆岩裂隙-涌水量时空演化的FDEM-CFD耦合分析,路家村煤矿,山西,,灰岩,,,,22.7,42,,,41.56,0.19,63,,,,,,
基于上覆岩层应力场和裂缝场演化的采动井套管破断特征及防控对策,平顶山矿区,河南,平顶山市,煤,1457,1.1,0.5,1,22.1,,,1.3,0.3,730,,,,,,
基于上覆岩层应力场和裂缝场演化的采动井套管破断特征及防控对策,平顶山矿区,河南,,泥岩,2670,4.3,1.6,3.05,32.1,,,4.17,0.34,730,,,,,,
基于上覆岩层应力场和裂缝场演化的采动井套管破断特征及防控对策,平顶山矿区,河南,,砂质泥岩,2340,6,2.5,4.2,24.9,,,6.5,0.32,730,,,,,,
基于上覆岩层应力场和裂缝场演化的采动井套管破断特征及防控对策,平顶山矿区,河南,,细砂岩,2680,20.1,11.5,2,30,,,29,0.26,730,,,,,,
基于上覆岩层应力场和裂缝场演化的采动井套管破断特征及防控对策,平顶山矿区,河南,,中砂岩,2460,12.3,8.1,3.8,26,,,20,0.23,730,,,,,,
基于上覆岩层应力场和裂缝场演化的采动井套管破断特征及防控对策,平顶山矿区,河南,,粉砂岩,2680,17.5,7.6,8.95,30,,,20,0.31,730,,,,,,
基于上覆岩层应力场和裂缝场演化的采动井套管破断特征及防控对策,平顶山矿区,河南,,粗砂岩,3300,8.3,3.4,2.8,36,,,9,0.32,730,,,,,,
薄基岩区覆岩采动破坏特征与控水控砂性能评价,鲁西煤矿,山东,济宁市,细砂岩,,,,,35,,24.6,9.8,0.21,203.06,21.3,,,,,
薄基岩区覆岩采动破坏特征与控水控砂性能评价,鲁西煤矿,山东,,粉砂岩,,,,,33,,18.6,6.8,0.23,224.36,7.2,,,,,
薄基岩区覆岩采动破坏特征与控水控砂性能评价,鲁西煤矿,山东,,泥岩,,,,,32,,14.6,5.5,0.25,231.56,3,,,,,
薄基岩区覆岩采动破坏特征与控水控砂性能评价,鲁西煤矿,山东,,煤,,,,,28,,10.8,6,0.23,234.56,3.5,,,,,
薄基岩区覆岩采动破坏特征与控水控砂性能评价,鲁西煤矿,山东,,泥岩,,,,,30,,11.6,5.2,0.26,238.06,1.5,,,,,
薄基岩区覆岩采动破坏特征与控水控砂性能评价,鲁西煤矿,山东,,细砂岩,,,,,35,,23.5,7.6,0.2,239.56,1.7,,,,,
薄基岩区覆岩采动破坏特征与控水控砂性能评价,鲁西煤矿,山东,,中砂岩,,,,,38,,27,8.6,0.21,241.26,3.1,,,,,
薄基岩区覆岩采动破坏特征与控水控砂性能评价,鲁西煤矿,山东,,泥岩,,,,,32,,14.6,4.5,0.26,244.36,8.1,,,,,
薄基岩区覆岩采动破坏特征与控水控砂性能评价,鲁西煤矿,山东,,细砂岩,,,,,35,,28.4,7.6,0.2,252.46,6.3,,,,,
薄基岩区覆岩采动破坏特征与控水控砂性能评价,鲁西煤矿,山东,,泥岩,,,,,30,,15.8,4.6,0.25,258.76,16.8,,,,,
薄基岩区覆岩采动破坏特征与控水控砂性能评价,鲁西煤矿,山东,,粉砂岩,,,,,32,,18.6,7,0.22,275.56,7.2,,,,,
薄基岩区覆岩采动破坏特征与控水控砂性能评价,鲁西煤矿,山东,,泥岩,,,,,28,,12.5,4.6,0.25,282.76,2.6,,,,,
薄基岩区覆岩采动破坏特征与控水控砂性能评价,鲁西煤矿,山东,,粉砂岩,,,,,30,,15.6,6.8,0.24,285.36,4.6,,,,,
薄基岩区覆岩采动破坏特征与控水控砂性能评价,鲁西煤矿,山东,,泥岩,,,,,28,,12.5,5.2,0.25,289.96,30.5,,,,,
倾斜煤层厚硬顶板切顶留巷关键参数优化研究,长城六矿,内蒙古,鄂尔多斯市,粉砂岩,2618,,,1.7,47,4.1,,25.4,,380,,,,,,
倾斜煤层厚硬顶板切顶留巷关键参数优化研究,长城六矿,内蒙古,,中粗砂岩,2559,,,1.6,45,3.3,,9.61,,380,,,,,,
倾斜煤层厚硬顶板切顶留巷关键参数优化研究,长城六矿,内蒙古,,粉砂岩,2618,,,1.7,47,4.1,,25.4,,380,,,,,,
倾斜煤层厚硬顶板切顶留巷关键参数优化研究,长城六矿,内蒙古,,碳质泥岩,2650,,,1.3,32,2.5,,6.58,,380,,,,,,
倾斜煤层厚硬顶板切顶留巷关键参数优化研究,长城六矿,内蒙古,,煤层,1376,,,0.6,30,1.3,,2.12,,380,,,,,,
倾斜煤层厚硬顶板切顶留巷关键参数优化研究,长城六矿,内蒙古,,粉砂岩,2618,,,1.7,47,4.1,,25.4,,380,,,,,,
跨断层切顶卸压自成巷顶板变形机理及控制技术研究,棋盘井煤矿,内蒙古,鄂尔多斯市,砂质泥岩,2580,,,2.1,36,3.6,,21.8,0.18,370,,,,,,
跨断层切顶卸压自成巷顶板变形机理及控制技术研究,棋盘井煤矿,内蒙古,,细粒砂岩,2621,,,2.5,32,4.84,,33.4,0.17,370,,,,,,
跨断层切顶卸压自成巷顶板变形机理及控制技术研究,棋盘井煤矿,内蒙古,,砂质泥岩,2562,,,2.2,31,3.61,,20.7,0.19,370,,,,,,
