文献,矿名,份,市/县,岩性,密度（kg*m3）,体积模量（Gpa）,剪切模量/GPa,内聚力（MPa）,内摩擦角,抗拉强度（MPa）,抗压强度/MPa,弹性模量（Gpa）,泊松比,埋深,厚度,,,,,
8.8 m支架超大采高工作面矿压规律及覆岩破断结构研究,上湾煤矿,内蒙古,,粗砂岩,2400,6.6,3.4,6.2,32,2.9,,,,244,,,,,,
8.8 m支架超大采高工作面矿压规律及覆岩破断结构研究,上湾煤矿,内蒙古,,粉砂质泥岩,2300,6,3,5.8,30,2.6,,,,244,,,,,,
8.8 m支架超大采高工作面矿压规律及覆岩破断结构研究,上湾煤矿,内蒙古,,细砂岩,2400,5.9,3.6,7.8,31,3.4,,,,244,,,,,,
8.8 m支架超大采高工作面矿压规律及覆岩破断结构研究,上湾煤矿,内蒙古,,砂质泥岩,2300,6,3,5.8,30,2.6,,,,244,,,,,,
8.8 m支架超大采高工作面矿压规律及覆岩破断结构研究,上湾煤矿,内蒙古,,石英细砂岩,2400,5.9,3.6,7.8,31,3.4,,,,244,,,,,,
8.8 m支架超大采高工作面矿压规律及覆岩破断结构研究,上湾煤矿,内蒙古,,煤,1300,3.8,1.5,2.35,34,2.1,,,,244,,,,,,
8.8 m支架超大采高工作面矿压规律及覆岩破断结构研究,上湾煤矿,内蒙古,,中砂岩,2400,5.7,3.24,6.8,35,6.5,,,,244,,,,,,
基于覆岩损伤本构模型的高强度开采参数确定及减损效果评价,上湾煤矿,内蒙古,鄂尔多斯市,风积沙,1580,3.3,1.53,0.00365,36.5,0,,,,0,,,,,,
基于覆岩损伤本构模型的高强度开采参数确定及减损效果评价,上湾煤矿,内蒙古,,粗粒砂岩,2372,6.3,5.5,12.4,30,1.78,,,,244,,,,,,
基于覆岩损伤本构模型的高强度开采参数确定及减损效果评价,上湾煤矿,内蒙古,,中粒砂岩,2484,8.1,6.37,18,28.1,1.73,,,,244,,,,,,
基于覆岩损伤本构模型的高强度开采参数确定及减损效果评价,上湾煤矿,内蒙古,,细粒砂岩,2615,8.4,6.7,20.6,22.4,3.57,,,,244,,,,,,
基于覆岩损伤本构模型的高强度开采参数确定及减损效果评价,上湾煤矿,内蒙古,,砂质泥岩,2330,3.18,2.4,17.7,18,3.77,,,,244,,,,,,
基于覆岩损伤本构模型的高强度开采参数确定及减损效果评价,上湾煤矿,内蒙古,,粉砂岩,2295,3,2.47,23.1,24.7,2.56,,,,244,,,,,,
基于覆岩损伤本构模型的高强度开采参数确定及减损效果评价,上湾煤矿,内蒙古,,泥岩,2311,2.13,0.93,11.7,36.6,4.18,,,,244,,,,,,
基于覆岩损伤本构模型的高强度开采参数确定及减损效果评价,上湾煤矿,内蒙古,,1-2 煤,1280,1.51,5.7,17.9,23.6,1.69,,,,244,,,,,,
采动巷道复合顶板离层破坏机理与预测方法,赵固一矿,河南,新乡市,砂质泥岩,2390,3.5,2.17,3.5,35,1.8,,,,570,,,,,,
采动巷道复合顶板离层破坏机理与预测方法,赵固一矿,河南,,炭质泥岩,2280,3,4,2.3,24,0.95,,,,570,,,,,,
采动巷道复合顶板离层破坏机理与预测方法,赵固一矿,河南,,砂质泥岩,2450,4,4,3.5,35,1.35,,,,570,,,,,,
采动巷道复合顶板离层破坏机理与预测方法,赵固一矿,河南,,煤,1390,2.5,2.17,4,35,0.8,,,,570,,,,,,
采动巷道复合顶板离层破坏机理与预测方法,赵固一矿,河南,,粉砂岩,2390,4.16,5,5,35,2.5,,,,570,,,,,,
采动巷道复合顶板离层破坏机理与预测方法,赵固一矿,河南,,粗砂岩,2310,9.3,4.6,8,35,4,,,,570,,,,,,
采动巷道复合顶板离层破坏机理与预测方法,赵固一矿,河南,,细砂岩,2500,4.9,3.68,8,40,2.1,,,,570,,,,,,
基于应力释放率与微震监测的高强度开采工作面推进速度效应分析,小纪汗煤矿,陕西,榆林市,粉砂质泥岩,2640,,5.31,1.43,37.18,,,,0.3,250,12,,,,,
基于应力释放率与微震监测的高强度开采工作面推进速度效应分析,小纪汗煤矿,陕西,,细粒长石砂岩,2680,,15.58,3.68,47.91,,,,0.19,262,10,,,,,
基于应力释放率与微震监测的高强度开采工作面推进速度效应分析,小纪汗煤矿,陕西,,泥岩,2740,,6.79,1.7,30.78,,,,0.27,272,24,,,,,
基于应力释放率与微震监测的高强度开采工作面推进速度效应分析,小纪汗煤矿,陕西,,中粒长石砂岩,2550,,15.16,3.21,48.54,,,,0.2,296,12,,,,,
基于应力释放率与微震监测的高强度开采工作面推进速度效应分析,小纪汗煤矿,陕西,,粉砂质泥岩,2640,,6.01,1.65,36.37,,,,0.3,308,12,,,,,
基于应力释放率与微震监测的高强度开采工作面推进速度效应分析,小纪汗煤矿,陕西,,粗粒长石砂岩,2350,,9.95,2.43,47.26,,,,0.24,320,6,,,,,
基于应力释放率与微震监测的高强度开采工作面推进速度效应分析,小纪汗煤矿,陕西,,粉砂质泥岩,2640,,5.73,1.67,35.69,,,,0.3,326,12,,,,,
基于应力释放率与微震监测的高强度开采工作面推进速度效应分析,小纪汗煤矿,陕西,,细粒长石砂岩,2680,,16.31,4.09,46.57,,,,0.19,338,8,,,,,
基于应力释放率与微震监测的高强度开采工作面推进速度效应分析,小纪汗煤矿,陕西,,粉砂质泥岩,2640,,5.28,1.67,34.85,,,,0.3,346,4,,,,,
基于应力释放率与微震监测的高强度开采工作面推进速度效应分析,小纪汗煤矿,陕西,,煤层,1290,,3.43,0.88,37.58,,,,0.37,350,3,,,,,
基于应力释放率与微震监测的高强度开采工作面推进速度效应分析,小纪汗煤矿,陕西,,泥岩,2740,,6.46,1.77,29.15,,,,0.27,353,5,,,,,
基于应力释放率与微震监测的高强度开采工作面推进速度效应分析,小纪汗煤矿,陕西,,细粒长石砂岩,2680,,17.25,4.33,46.32,,,,0.19,358,6,,,,,
基于应力释放率与微震监测的高强度开采工作面推进速度效应分析,小纪汗煤矿,陕西,,中粒长石砂岩,2550,,14.39,3.45,46.72,,,,0.2,364,15,,,,,
基于应力释放率与微震监测的高强度开采工作面推进速度效应分析,小纪汗煤矿,陕西,,泥岩,2740,,6.43,1.81,28.66,,,,0.27,379,6,,,,,
基于应力释放率与微震监测的高强度开采工作面推进速度效应分析,小纪汗煤矿,陕西,,粉砂质泥岩,2640,,6.63,1.95,34.93,,,,0.3,385,14,,,,,
基于应力释放率与微震监测的高强度开采工作面推进速度效应分析,小纪汗煤矿,陕西,,泥岩,2740,,5.74,1.74,27.83,,,,0.27,399,10,,,,,
基于应力释放率与微震监测的高强度开采工作面推进速度效应分析,小纪汗煤矿,陕西,,粉砂质泥岩,2640,,5.69,1.91,33.59,,,,0.3,409,10,,,,,
基于应力释放率与微震监测的高强度开采工作面推进速度效应分析,小纪汗煤矿,陕西,,粗粒长石砂岩,2350,,10.05,2.88,44.99,,,,0.24,419,16,,,,,
基于应力释放率与微震监测的高强度开采工作面推进速度效应分析,小纪汗煤矿,陕西,,粉砂质泥岩,2640,,6.04,2.01,33.48,,,,0.3,435,15,,,,,
城郊矿深部工作面切顶留巷工程试验研究,城郊煤矿,河南,永城市,细砂岩,2600,9.6,6.8,3.1,32,1,,,,875,,,,,,
城郊矿深部工作面切顶留巷工程试验研究,城郊煤矿,河南,,粉砂岩,2600,9.1,6.5,3.3,36,1.1,,,,875,,,,,,
城郊矿深部工作面切顶留巷工程试验研究,城郊煤矿,河南,,泥岩,2200,3.1,1.8,1.2,24,0.5,,,,875,,,,,,
城郊矿深部工作面切顶留巷工程试验研究,城郊煤矿,河南,,煤层,1600,1.3,0.6,0.7,22,0.2,,,,875,,,,,,
城郊矿深部工作面切顶留巷工程试验研究,城郊煤矿,河南,,砂质泥岩,2400,3.3,2.5,1.3,27,0.6,,,,875,,,,,,
城郊矿深部工作面切顶留巷工程试验研究,城郊煤矿,河南,,中砂岩,2700,8.5,5.7,2.7,35,0.9,,,,875,,,,,,
塔山煤矿复合坚硬顶板切顶留巷围岩变形机理及控制技术研究,塔山煤矿,山西,大同矿区,泥岩,2300,0.2,0.2,0.2,33,3.2,,,,389,,,,,,
塔山煤矿复合坚硬顶板切顶留巷围岩变形机理及控制技术研究,塔山煤矿,山西,,细砂岩,2400,3.8,3,1,32,7.3,,,,389,,,,,,
塔山煤矿复合坚硬顶板切顶留巷围岩变形机理及控制技术研究,塔山煤矿,山西,,中砂岩,2500,11.5,7.3,2.6,28,8.4,,,,389,,,,,,
塔山煤矿复合坚硬顶板切顶留巷围岩变形机理及控制技术研究,塔山煤矿,山西,,4#煤,1400,2.1,0.93,0.5,24,0.7,,,,389,,,,,,
塔山煤矿复合坚硬顶板切顶留巷围岩变形机理及控制技术研究,塔山煤矿,山西,,粉砂岩,2300,2.1,1.8,0.8,32,4.3,,,,389,,,,,,
深井矸石充填综采工作面覆岩活动规律研究,新巨龙煤矿,山东,菏泽市,泥岩,2500,,,12,30,1.6,30.32,20,0.23,787,,,,,,
深井矸石充填综采工作面覆岩活动规律研究,新巨龙煤矿,山东,,细粉砂岩,2615,,,17,31,4.12,95.58,73.32,0.24,787,,,,,,
深井矸石充填综采工作面覆岩活动规律研究,新巨龙煤矿,山东,,煤,1344,,,3.3,21.5,0.51,14.4,26.28,0.29,787,,,,,,
深井矸石充填综采工作面覆岩活动规律研究,新巨龙煤矿,山东,,粉砂岩,2643,,,10.5,30,1.93,32.13,54.51,0.26,787,,,,,,
深井矸石充填综采工作面覆岩活动规律研究,新巨龙煤矿,山东,,中砂岩,2799,,,21,32,8.38,100.17,159.3,0.24,787,,,,,,
缓倾斜冲击倾向性顶板特厚煤层重复采动下覆岩两带发育规律研究,宽沟煤矿,新疆,昌吉州呼图壁县,砂质泥岩,2587,8.12,4.41,5.42,30.41,2.42,,,,392,,,,,,
缓倾斜冲击倾向性顶板特厚煤层重复采动下覆岩两带发育规律研究,宽沟煤矿,新疆,,砂砾岩,2532,14.17,8.5,16.22,31.74,2.33,,,,392,,,,,,
缓倾斜冲击倾向性顶板特厚煤层重复采动下覆岩两带发育规律研究,宽沟煤矿,新疆,,泥岩,2533,7.42,3.83,4.39,30.41,2.28,,,,392,,,,,,
缓倾斜冲击倾向性顶板特厚煤层重复采动下覆岩两带发育规律研究,宽沟煤矿,新疆,,粗粒砂岩,2543,13.45,10.94,21.63,29.98,4.48,,,,392,,,,,,
缓倾斜冲击倾向性顶板特厚煤层重复采动下覆岩两带发育规律研究,宽沟煤矿,新疆,,细粒砂岩,2631,19.57,14.07,21.38,28.86,3.17,,,,392,,,,,,
缓倾斜冲击倾向性顶板特厚煤层重复采动下覆岩两带发育规律研究,宽沟煤矿,新疆,,B4煤,1303,6.25,2.88,3.81,37.49,1.97,,,,392,,,,,,
缓倾斜冲击倾向性顶板特厚煤层重复采动下覆岩两带发育规律研究,宽沟煤矿,新疆,,B2煤,1640,3.91,1.91,1.68,29.72,2.21,,,,392,,,,,,
薄基岩近距离煤层开采“水-岩”致灾演变模型及规律研究,下梨园煤矿,山西,平朔矿区,黄土,1900,0.012,0.006,0.021,28,,,,,0,35,,,,,
薄基岩近距离煤层开采“水-岩”致灾演变模型及规律研究,下梨园煤矿,山西,,中粒砂岩,2620,8.2,6.6,3.4,35,,,,,35,22.1,,,,,
薄基岩近距离煤层开采“水-岩”致灾演变模型及规律研究,下梨园煤矿,山西,,粗粒砂岩,2720,8.8,7,4.1,36,,,,,57.1,19.4,,,,,
薄基岩近距离煤层开采“水-岩”致灾演变模型及规律研究,下梨园煤矿,山西,,细粒砂岩,2670,9.3,7.8,3.8,38,,,,,76.5,30.9,,,,,
薄基岩近距离煤层开采“水-岩”致灾演变模型及规律研究,下梨园煤矿,山西,,粉粒砂岩,2610,8.5,7.2,3.7,38,,,,,107.4,34.6,,,,,
薄基岩近距离煤层开采“水-岩”致灾演变模型及规律研究,下梨园煤矿,山西,,细粒砂岩,2670,9.3,7.8,3.8,38,,,,,142,25.2,,,,,
薄基岩近距离煤层开采“水-岩”致灾演变模型及规律研究,下梨园煤矿,山西,,粗粒砂岩,2720,8.8,7,4.1,36,,,,,167.2,16.5,,,,,
薄基岩近距离煤层开采“水-岩”致灾演变模型及规律研究,下梨园煤矿,山西,,中粒砂岩,2620,8.2,6.6,3.4,35,,,,,183.7,12.7,,,,,
薄基岩近距离煤层开采“水-岩”致灾演变模型及规律研究,下梨园煤矿,山西,,4 煤,1620,5.2,3.1,1.5,32,,,,,196.4,7.08,,,,,
薄基岩近距离煤层开采“水-岩”致灾演变模型及规律研究,下梨园煤矿,山西,,粗粒砂岩,2720,8.8,7,4.1,36,,,,,203.48,7,,,,,
薄基岩近距离煤层开采“水-岩”致灾演变模型及规律研究,下梨园煤矿,山西,,粉粒砂岩,2610,8.5,7.2,3.7,38,,,,,210.48,14.3,,,,,
薄基岩近距离煤层开采“水-岩”致灾演变模型及规律研究,下梨园煤矿,山西,,粗粒砂岩,2720,8.8,7,4.1,36,,,,,224.78,9.2,,,,,
薄基岩近距离煤层开采“水-岩”致灾演变模型及规律研究,下梨园煤矿,山西,,9煤,1620,5.2,3.1,1.5,32,,,,,233.98,8,,,,,
薄基岩近距离煤层开采“水-岩”致灾演变模型及规律研究,下梨园煤矿,山西,,粉粒砂岩,2610,8.5,7.2,3.7,38,,,,,241.98,16.6,,,,,
薄基岩近距离煤层开采“水-岩”致灾演变模型及规律研究,下梨园煤矿,山西,,中粒砂岩,2620,8.2,6.6,3.4,35,,,,,258.58,18.4,,,,,
厚硬基本顶综放沿空巷道受载变形机制研究,柳巷煤矿,陕西,榆林市,中粒砂岩,2670,,,6.2,41,,45.5,8.1,0.17,265,,,,,,
厚硬基本顶综放沿空巷道受载变形机制研究,柳巷煤矿,陕西,,泥岩,2720,,,5.4,39,,35.1,11.1,0.12,265,,,,,,
厚硬基本顶综放沿空巷道受载变形机制研究,柳巷煤矿,陕西,,3号煤,1430,,,1.6,41,,20.5,2.4,0.28,265,,,,,,
厚硬基本顶综放沿空巷道受载变形机制研究,柳巷煤矿,陕西,,粉沙泥岩,2730,,,1.7,35,,32.4,4.7,0.47,265,,,,,,
深部充填沿空巷道护巷煤(岩)体受力特征及稳定性分析,新巨龙煤矿,山东,菏泽市,细粒砂岩,2600,,,,,,75.6,34.2,0.25,699.33,,,,,,
深部充填沿空巷道护巷煤(岩)体受力特征及稳定性分析,新巨龙煤矿,山东,,粉砂岩,2550,,,,,,50.4,25.3,0.37,699.33,5.42,,,,,
深部充填沿空巷道护巷煤(岩)体受力特征及稳定性分析,新巨龙煤矿,山东,,中粒砂岩,2650,,,,,,35.5,35.1,0.13,704.75,1.4,,,,,
深部充填沿空巷道护巷煤(岩)体受力特征及稳定性分析,新巨龙煤矿,山东,,粉砂岩,2550,,,,,,52.4,18.9,0.23,706.15,5.8,,,,,
深部充填沿空巷道护巷煤(岩)体受力特征及稳定性分析,新巨龙煤矿,山东,,细粒砂岩,2600,,,,,,80.6,38.7,0.2,711.95,4.18,,,,,
深部充填沿空巷道护巷煤(岩)体受力特征及稳定性分析,新巨龙煤矿,山东,,粉砂岩,2550,,,,,,57.5,16.9,0.21,716.13,19.87,,,,,
深部充填沿空巷道护巷煤(岩)体受力特征及稳定性分析,新巨龙煤矿,山东,,煤,1350,,,,,,14.4,1.7,0.29,736,3.19,,,,,
深部充填沿空巷道护巷煤(岩)体受力特征及稳定性分析,新巨龙煤矿,山东,,泥岩,2600,,,,,,16.8,1.5,0.21,739.19,1.45,,,,,
深部充填沿空巷道护巷煤(岩)体受力特征及稳定性分析,新巨龙煤矿,山东,,粉砂岩,2550,,,,,,35.9,17.1,0.26,740.64,3.4,,,,,
深部充填沿空巷道护巷煤(岩)体受力特征及稳定性分析,新巨龙煤矿,山东,,细粒砂岩,2600,,,,,,45.3,32.3,0.26,744.04,3.35,,,,,
深部充填沿空巷道护巷煤(岩)体受力特征及稳定性分析,新巨龙煤矿,山东,,粉砂岩,2550,,,,,,36.4,19.7,0.24,747.39,5,,,,,
深部充填沿空巷道护巷煤(岩)体受力特征及稳定性分析,新巨龙煤矿,山东,,泥岩,2600,,,,,,17.4,5.2,0.3,752.39,2.8,,,,,
深部充填沿空巷道护巷煤(岩)体受力特征及稳定性分析,新巨龙煤矿,山东,,细粒砂岩,2600,,,,,,80.3,35.8,0.26,755.19,,,,,,
深部高瓦斯矿井保护层少矸化“采选充+抽”开采技术,平煤十二矿,河南,平顶山市,中砂岩,2630,15.3,8.7,6.5,33,2,,,,956,,,,,,
深部高瓦斯矿井保护层少矸化“采选充+抽”开采技术,平煤十二矿,河南,,细砂岩,2550,13.8,7.1,7.5,32,3,,,,963.6,,,,,,
深部高瓦斯矿井保护层少矸化“采选充+抽”开采技术,平煤十二矿,河南,,砂质泥岩,2510,10.6,5.5,5,36,2,,,,973.2,,,,,,
深部高瓦斯矿井保护层少矸化“采选充+抽”开采技术,平煤十二矿,河南,,煤,1450,5.8,2.7,2.5,28,0.6,,,,979.2,,,,,,
深部高瓦斯矿井保护层少矸化“采选充+抽”开采技术,平煤十二矿,河南,,泥岩,2460,9.8,3.8,5,30,2,,,,1000.9,,,,,,
深部高瓦斯矿井保护层少矸化“采选充+抽”开采技术,平煤十二矿,河南,,石灰岩,2480,8.7,4.1,1.7,29,2.1,,,,1019.3,,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,平顶山市,表土层,1800,0.03,0.01,0.7,10,,,,,0,8,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,泥沙互层,2310,2.3,1.65,2,30,,,,,8,65,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,中粒砂岩,2380,2.78,2.08,2.5,35,,,,,73,52,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,砂质泥岩,2410,2.68,1.84,2.2,30,,,,,125,6,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,泥岩,2360,1.79,1.23,1.8,30,,,,,131,25,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,砂质泥岩,2400,2.68,1.84,2.2,30,,,,,156,84,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,泥岩,2360,1.79,1.23,1.8,30,,,,,240,13,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,砂质泥岩,2400,2.68,1.84,2.2,30,,,,,253,19,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,中粒砂岩,2400,2.78,2.08,2.5,35,,,,,272,19,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,泥岩,2360,1.79,1.23,1.8,30,,,,,291,10,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,砂质泥岩,2400,2.68,1.84,2.2,30,,,,,301,29,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,泥岩,2360,1.79,1.23,1.8,30,,,,,330,7,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,中粒砂岩,2400,2.78,2.08,2.5,35,,,,,337,15,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,泥岩,2360,1.79,1.23,1.8,30,,,,,352,8,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,细粒砂岩,2480,2.78,2.08,2.5,37,,,,,360,34,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,泥岩,2360,1.79,1.23,1.8,30,,,,,394,10,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,砂质泥岩,2400,2.68,1.84,2.2,30,,,,,404,14,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,泥岩,2360,1.79,1.23,1.8,30,,,,,418,13,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,中粒砂岩,2480,1.39,1.04,1.8,37,,,,,431,5,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,泥岩,2400,0.9,0.6,1.2,30,,,,,436,34,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,中粒砂岩,2480,1.39,1.04,1.8,37,,,,,470,20,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,泥岩,2400,0.9,0.6,1.2,30,,,,,490,6,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,细粒砂岩,2480,1.39,1.04,1.6,39,,,,,496,13,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,泥岩,2400,0.9,0.6,1.2,30,,,,,509,42,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,中粒砂岩,2480,1.39,1.04,1.8,37,,,,,551,18,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,泥岩,2400,0.9,0.6,1.2,30,,,,,569,40,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,泥沙互层,2380,1.34,0.92,1.5,30,,,,,609,27,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,细粒砂岩,2480,1.39,1.04,1.6,39,,,,,636,14,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,泥岩,2400,0.9,0.6,1.2,30,,,,,650,88,,,,,
深部带状充填开采复合承载体变形特征研究,平煤十二矿,河南,,中粒砂岩,2480,1.39,1.04,1.8,37,,,,,738,21,,,,,
倾斜厚煤层沿空掘巷煤柱力学特征的尺寸效应分析,硫磺沟煤矿,新疆,昌吉市,泥岩,2080,,,0.93,31,,,20.019,0.195,450,,,,,,
倾斜厚煤层沿空掘巷煤柱力学特征的尺寸效应分析,硫磺沟煤矿,新疆,,中砂岩,2660,,,2.27,31,,,50.43,0.28,450,,,,,,
倾斜厚煤层沿空掘巷煤柱力学特征的尺寸效应分析,硫磺沟煤矿,新疆,,细砂岩,2620,,,1.93,31,,,43.02,0.26,450,,,,,,
倾斜厚煤层沿空掘巷煤柱力学特征的尺寸效应分析,硫磺沟煤矿,新疆,,粉砂岩,2600,,,1.3,35,,,54.739,0.253,450,,,,,,
倾斜厚煤层沿空掘巷煤柱力学特征的尺寸效应分析,硫磺沟煤矿,新疆,,煤,1460,,,0.72,20,,,14.142,0.275,450,,,,,,
基于采动影响下塑性区演化的顶板稳定性控制,塔拉壕矿,内蒙古,鄂尔多斯市,中粒砂岩,2217,,,2.3,37,0.61,12.98,4.81,0.1,130,,,,,,
基于采动影响下塑性区演化的顶板稳定性控制,塔拉壕矿,内蒙古,,粉砂岩,2352,,,2.4,38,0.31,11.64,2.96,0.11,130,,,,,,
基于采动影响下塑性区演化的顶板稳定性控制,塔拉壕矿,内蒙古,,粗砂岩,2286,,,1.5,37,0.41,6.4,3.37,0.1,130,,,,,,
基于采动影响下塑性区演化的顶板稳定性控制,塔拉壕矿,内蒙古,,粉砂岩,1898,,,1,38,0.2,8.53,1.26,0.1,130,,,,,,
基于采动影响下塑性区演化的顶板稳定性控制,塔拉壕矿,内蒙古,,砂质泥岩,1859,,,0.8,38,0.21,5.7,5.06,0.11,130,,,,,,
基于采动影响下塑性区演化的顶板稳定性控制,塔拉壕矿,内蒙古,,煤,,,,1.1,36,0.89,3.7,1.9,0.1,130,,,,,,
基于采动影响下塑性区演化的顶板稳定性控制,塔拉壕矿,内蒙古,,砂质泥岩,2103,,,1.4,38,0.73,7.86,3.28,0.1,130,,,,,,
